41	腰	138	258	0.04018702	72.40720230	名詞,一般,*,*
40	見つける	139	263	0.03920685	72.44640914	動詞,自立,*,*
40	最後	139	263	0.03920685	72.48561599	名詞,一般,*,*
39	がる	140	265	0.03822667	72.52384266	動詞,接尾,*,*
39	さえ	140	265	0.03822667	72.56206934	助詞,係助詞,*,*
39	とも	140	265	0.03822667	72.60029601	助詞,副助詞,*,*
39	姿	140	265	0.03822667	72.63852269	名詞,一般,*,*
39	人たち	140	265	0.03822667	72.67674936	名詞,一般,*,*
39	度	140	265	0.03822667	72.71497603	名詞,接尾,一般,*
39	未亡人	140	265	0.03822667	72.75320271	名詞,一般,*,*
39	戻る	140	265	0.03822667	72.79142938	動詞,自立,*,*
38	すっかり	141	273	0.03724650	72.82867589	副詞,一般,*,*
38	とうとう	141	273	0.03724650	72.86592239	副詞,一般,*,*
38	のに	141	273	0.03724650	72.90316889	助詞,接続助詞,*,*
38	ハー	141	273	0.03724650	72.94041540	名詞,固有名詞,人名,姓
38	パー	141	273	0.03724650	72.97766190	名詞,一般,*,*
38	ほか	141	273	0.03724650	73.01490840	名詞,副詞可能,*,*
38	らしい	141	273	0.03724650	73.05215491	助動詞,*,*,*
38	火	141	273	0.03724650	73.08940141	名詞,接尾,一般,*
38	見せる	141	273	0.03724650	73.12664791	動詞,自立,*,*
38	水	141	273	0.03724650	73.16389442	名詞,一般,*,*
38	息	141	273	0.03724650	73.20114092	名詞,サ変接続,*,*
37	あたり	142	284	0.03626633	73.23740725	名詞,一般,*,*
37	メアリ	142	284	0.03626633	73.27367358	名詞,固有名詞,人名,名
37	感じる	142	284	0.03626633	73.30993992	動詞,自立,*,*
37	今度	142	284	0.03626633	73.34620625	名詞,副詞可能,*,*
37	四	142	284	0.03626633	73.38247258	名詞,数,*,*
37	子供	142	284	0.03626633	73.41873891	名詞,一般,*,*
37	蝋燭	142	284	0.03626633	73.45500524	名詞,一般,*,*
36	げ	143	291	0.03528616	73.49029140	名詞,接尾,一般,*
36	さあ	143	291	0.03528616	73.52557757	感動詞,*,*,*
36	じゅう	143	291	0.03528616	73.56086373	名詞,接尾,一般,*
36	つもり	143	291	0.03528616	73.59614989	名詞,非自立,一般,*
36	ねえ	143	291	0.03528616	73.63143605	助詞,終助詞,*,*
35	かかる	144	296	0.03430599	73.66574204	動詞,自立,*,*
35	きっと	144	296	0.03430599	73.70004803	副詞,一般,*,*
35	人々	144	296	0.03430599	73.73435402	名詞,一般,*,*
35	服	144	296	0.03430599	73.76866001	名詞,一般,*,*
35	落ちる	144	296	0.03430599	73.80296600	動詞,自立,*,*
34	あらわれる	145	301	0.03332582	73.83629182	動詞,自立,*,*
34	ちがい	145	301	0.03332582	73.86961764	名詞,ナイ形容詞語幹,*,*
34	ひどい	145	301	0.03332582	73.90294345	形容詞,自立,*,*
34	わけ	145	301	0.03332582	73.93626927	名詞,非自立,一般,*
34	殺す	145	301	0.03332582	73.96959509	動詞,自立,*,*
34	窓	145	301	0.03332582	74.00292091	名詞,一般,*,*
34	判事	145	301	0.03332582	74.03624673	名詞,一般,*,*
34	飛ぶ	145	301	0.03332582	74.06957255	動詞,自立,*,*
33	きみ	146	309	0.03234565	74.10191819	名詞,代名詞,一般,*
